0.000        355.846153846154
10085.0e-3   318.230769230769
20170.0e-3   340.076923076923
30255.0e-3   870.769230769231
40340.0e-3   1841.07692307692
50425.0e-3   1893.30769230769
60510.0e-3   1572.30769230769
70595.0e-3   1609.53846153846
80680.0e-3   1527.69230769231
90766.0e-3   1482.15384615385
100851.0e-3  1492.92307692308
110936.0e-3  1427.23076923077
121021.0e-3  1423.23076923077
131106.0e-3  1398.84615384615
141191.0e-3  1353.69230769231
151276.0e-3  1304.53846153846
161361.0e-3  1289.76923076923
171447.0e-3  1189.0
181532.0e-3  1250.38461538462
191617.0e-3  1230.76923076923
201702.0e-3  1235.07692307692
211787.0e-3  1234.23076923077
221872.0e-3  1234.0
231957.0e-3  1165.38461538462
242042.0e-3  1202.38461538462
252128.0e-3  1177.53846153846
262213.0e-3  1163.07692307692
272298.0e-3  1199.76923076923
282383.0e-3  1150.69230769231
292468.0e-3  1180.84615384615
